CVE_ID,Commit Message,Links in Message,Link Presence,PATCH
CVE-2020-5410,Verifies resources are in allowed locations,,no links,https://github.com/spring-cloud/spring-cloud-config/commit/f470b52f1bb52bedac984c2101bea9a3ac52e2e7
CVE-2018-11797,not found,,contains links,https://github.com/apache/pdfbox/commit/a6deb9d7ffec79986cac82345db724b343ca3e5;https://github.com/apache/pdfbox/commit/f7dc8eed7df007c88421919932e2d4de44d2ae2;https://github.com/apache/pdfbox/commit/ea7d321b6e23cf017437846bcee4de19784cf6c8;https://github.com/apache/pdfbox/commit/bb5defd088bebd566d126df079d35b356ba0534a;https://github.com/apache/pdfbox/commit/2db39c139d935a8ba03e1ae3c012d2d41dd6912a
CVE-2017-5645,"[LOG4J2-1863] Add class filtering to AbstractSocketServer

This allows a whitelist of class names to be specified to configure
which classes are allowed to be deserialized in both TcpSocketServer and
UdpSocketServer.",,contains links,https://github.com/apache/logging-log4j2/commit/5dcc19215827db29c993d0305ee2b0d8dd05939d
CVE-2020-5421,Merge branch '5.2.x' into master,,no links,https://github.com/spring-projects/spring-framework/commit/dd011c991ce801660ec2be7979f3fc6462f29289
CVE-2018-1000644,"Merge pull request #1146 from eclipse/issues/GH-1158-xxe-vulnerability

Fix #1056 xxe vulnerability",https://github.com/eclipse-rdf4j/rdf4j/pull/1146; https://github.com/eclipse-rdf4j/rdf4j/issues/1056,contains links,https://github.com/eclipse/rdf4j/commit/50f2f51950227a4ec595a2922d81da487aba5135
CVE-2016-2402,"Don't build a trust root index on Android.

We can just cheat and use reflection to use Conscrypt's trust root index
directly. This results in a substantial savings in app startup - 500
milliseconds or more.

Closes: https://github.com/square/okhttp/issues/2321",https://github.com/square/okhttp/issues/2321,contains links,https://github.com/square/okhttp/commit/784fabac7d1586a5614bd4bc8854fd62850dbe26;https://github.com/square/okhttp/commit/3ccb46dd16b6ec98f70b0ee53eafe5ed6380891e
CVE-2021-39141,Switch to whitelist by default.,,no links,https://github.com/x-stream/xstream/commit/652d72f38b33938c54fd3b2ef626cb7dce38001c
CVE-2015-5254,https://issues.apache.org/jira/browse/AMQ-6013 - restrict classes which can be serialized inside the broker,https://issues.apache.org/jira/browse/AMQ-6013,contains links,https://github.com/apache/activemq/commit/a7e2a44;https://github.com/apache/activemq/commit/e100638;https://github.com/apache/activemq/commit/6f03921;https://github.com/apache/activemq/commit/e7a4b53;https://github.com/apache/activemq/commit/d7a3b94;https://github.com/apache/activemq/commit/73a0caf
CVE-2011-2731,SEC-1750: Make sure RunAs replacement is constrained to the SecurityContext of the current thread.,,no links,https://github.com/spring-projects/spring-security/commit/76dc21469e8ef207f122ecc7e191e0133a2600af
CVE-2018-1304,"Fix https://bz.apache.org/bugzilla/show_bug.cgi?id=62067
Correctly apply security constraints mapped to the context root using a
URL pattern of """"

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc8.5.x/trunk@1823307 13f79535-47bb-0310-9956-ffa450edef68",https://bz.apache.org/bugzilla/show_bug.cgi?id=62067; https://svn.apache.org/repos/asf/tomcat/tc8.5.x/trunk@1823307,contains links,https://github.com/CRaC/tomcat/commit/5af7c13cff7cc8366c5997418e820989fabb8f48
CVE-2018-1331,STORM-3026: Upgrade ZK instance for security,,no links,https://github.com/apache/storm/commit/8ffa920d3894634aa078f0fdf6b02d270262caf;https://github.com/apache/storm/commit/22a962073c5f12dc5ab281a15d93eb5efc31ab6;https://github.com/apache/storm/commit/a6bf3e421d3d37a797e3bb374fcd20a00189feb
CVE-2018-1131,ISPN-7420 Hot Rod enhancements for transcoding,,no links,https://github.com/infinispan/infinispan/commit/c630752604332c4cc84fc44dfbb9011a296ab966
CVE-2020-27196,"[2.7.x] Json parse on forms

Co-authored-by: James Roper <james@jazzy.id.au>
Co-authored-by: Marcos Pereira <marcos.silva@gmail.com>",,no links,https://github.com/playframework/playframework/commit/f02e219cab10260cab82f884f736252038e68405
CVE-2018-12418,"make Archive slightly more robust against corrupt files.  Add (#8)

unit test file from Apache Tika.",https://github.com/junrar/junrar/pull/8,contains links,https://github.com/junrar/junrar/commit/ad8d0ba8e155630da8a1215cee3f253e0af45817
CVE-2014-3527,SEC-2688: CAS Proxy Ticket Authentication uses Service for host & port,,no links,https://github.com/spring-projects/spring-security/commit/2cb99f079152ac05cee5c90457c7feb3bb2de55
CVE-2020-5245,"Escape EL expressions in ViolationCollector (#3160)

Fixes #3153
Refs #3157
(cherry picked from commit d87d1e4f8e20f6494c0232bf8560c961b46db634)",https://github.com/dropwizard/dropwizard/pull/3160; https://github.com/dropwizard/dropwizard/issues/3153; https://github.com/dropwizard/dropwizard/pull/3157,contains links,https://github.com/dropwizard/dropwizard/commit/28479f743a9d0aab6d0e963fc07f3dd98e8c8236
CVE-2021-27850,TAP5-2663: ChecksumPath should ignore slashes at the end of URLs,,contains links,https://github.com/apache/tapestry-5/commit/2089b0d52b9f9158a1d20ca95d98d88037cede61
CVE-2020-7611,Validate client headers,,no links,https://github.com/micronaut-projects/micronaut-core/commit/9d1eff5c8df1d6cda1fe00ef046729b2a6abe7f1
CVE-2019-10071,Compare HMACs with a time-constant string comparison.,,no links,https://github.com/apache/tapestry-5/commit/cdcf49c0a2b36ffc7a004d54405bb4357870c4b2
CVE-2014-0002,CAMEL-7129: Remove the CamelXsltResourceUri header from xslt component,,contains links,https://github.com/apache/camel/commit/341d4e6cca71c53c90962d1c3d45fc9e05cc50c6;https://github.com/apache/camel/commit/54b65c1d30848835f26bd138c0ba407bc1e560d
CVE-2021-38294,STORM-3802 allow adding system metrics reporters to all topologies (#3419),https://github.com/apache/storm/pull/3419,contains links,https://github.com/apache/storm/commit/30857b7d54ac7a91c42e0816cb0fbcdcd111e89f
CVE-2019-3875,KEYCLOAK-9572 Support for multiple CRLs with X509 authentication,,no links,https://github.com/keycloak/keycloak/commit/db271f7150aae914a8f256ccb48e9d1dac9d7126;https://github.com/keycloak/keycloak/commit/a48698caa32933458916980ab05256f56099a337
CVE-2011-5063,"Add additional configuration options to the DIGEST authenticator

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@1159309 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@1159309,contains links,https://github.com/apache/tomcat55/commit/644dfdf96cf82fcd2a2046d93f2b5495f7e94584
CVE-2019-13236,"Fixed: unreleased/expired resources where never included in the gallery
search.",,no links,https://github.com/alkacon/opencms-core/commit/185e71cc9844c90c0c29b730bd92b0375f1eca21
CVE-2021-23899,"Tests for fixes for previously undisclosed vulnerabilities

These include tests that reproduced fuzzer findings cqommunicated
privately by Fabian Meumertzheim of codeintelligence.

They were held back, separate from the fixes, until a release had time
to propagate.

Public disclosure at
https://groups.google.com/g/json-sanitizer-support/c/dAW1AeNMoA0",https://groups.google.com/g/json-sanitizer-support/c/dAW1AeNMoA0,contains links,https://github.com/OWASP/json-sanitizer/commit/a37f594f7378a1c76b3283e0dab9e1ab1dc0247e;https://github.com/OWASP/json-sanitizer/commit/89d91f328bd3eb46bee6b8ee78a5fce1e3a11c18
CVE-2018-12540,"Validate that X-XSRF-Token and X-XSRF-Token cookie are the same - fixes #970
(cherry picked from commit 482bc72)",https://github.com/vert-x3/vertx-web/issues/970,contains links,https://github.com/vert-x3/vertx-web/commit/f42b193b15a29b772fc576b2d0f2497e7474a7e;https://github.com/vert-x3/vertx-web/commit/98891b1d9e022b467a3e4674aca4d1889849b1d
CVE-2014-1972,TAP5-2008: Implement HMAC signatures on object streams stored on the client,,contains links,https://github.com/apache/tapestry-5/commit/95846b173d83c2eb42db75dae3e7d5e13a633946
CVE-2020-1698,KEYCLOAK-12638 Remove Request parameters from exception message,,no links,https://github.com/keycloak/keycloak/commit/62c9e1577618470832ede22dcedd46cba15b1836
CVE-2019-10173,Prevent CVE-2013-7285 for XStream with uninitialized security framework. Closes #108.,https://github.com/x-stream/xstream/issues/108,contains links,https://github.com/x-stream/xstream/commit/f38a1da3ae9491930c2067c12cd2506738b21dab
CVE-2020-28491,Fix eager allocation aspect of #186,https://github.com/FasterXML/jackson-dataformats-binary/issues/186,contains links,https://github.com/FasterXML/jackson-dataformats-binary/commit/de072d314af8f5f269c8abec6930652af67bc8e6
CVE-2022-0839,"Merge pull request #2384 from liquibase/enable_xml_secure_processing

Enable FEATURE_SECURE_PROCESSING XML setting by default",https://github.com/liquibase/liquibase/pull/2384,contains links,https://github.com/liquibase/liquibase/commit/d60de3f18acba5423b60d09ee40df44103a07295
CVE-2007-5615,JETTY-376 allow anything but CRLF in reason string,,no links,https://github.com/jetty-project/codehaus-jetty6/commit/0d2592ea3183914163d0921e4855bd3e18582a05
CVE-2022-23221,"Merge pull request #3342 from katzyn/jdbc

Return DatabaseMetaData.tableIndexOther for regular indexes",https://github.com/h2database/h2database/pull/3342,contains links,https://github.com/h2database/h2database/commit/2b55a66bac49fb3be540e322f27dfbd550f06b9c
CVE-2017-3586,Fix for BUG#20515688.,,no links,https://github.com/mysql/mysql-connector-j/commit/aeba57264966b0fd329cdb8170ba772fd8fd4de2
CVE-2021-44548,SOLR-15826: ResourceLoader should better respect allowed paths (#439),https://github.com/apache/solr/pull/439,contains links,https://github.com/apache/solr/commit/c1f916d532e9580f22c09b6ad746d4ea9bcc47a6
CVE-2014-3643,Improved handling of external XML entities.,,no links,https://github.com/jersey/jersey-1.x/commit/49f1e5a6ac608ccb51939205e4739f328f2223e6
CVE-2018-12537,Http header CR / LF validation - fixes #2470,https://github.com/eclipse-vertx/vert.x/issues/2470,contains links,https://github.com/eclipse/vert.x/commit/1bb6445226c39a95e7d07ce3caaf56828e8aab72;https://github.com/eclipse-vertx/vert.x/commit/3a6512695a9d610687081eb13d2a1681151fd7fb
CVE-2018-1067,UNDERTOW-1302 Fix response splitting flaw if headers contain non-ascii characters,,no links,https://github.com/undertow-io/undertow/commit/f404cb68448c188f4d51b085b7fe4ac32bde26e;https://github.com/undertow-io/undertow/commit/85d4478e598105fe94ac152d3e11e388374e8b8
CVE-2016-1000346,"Added TLS validation check for DH keys
Added further agreement result checks",,no links,https://github.com/bcgit/bc-java/commit/1127131c89021612c6eefa26dbe5714c194e7495
CVE-2020-15250,"Merge pull request from GHSA-269g-pwp5-87pp

When running on Java 7 or later, temporary directories are now created
Using Java’s NIO API which restricts permissions to owner-only by
default.",,contains links,https://github.com/junit-team/junit4/commit/610155b8c22138329f0723eec22521627dbc52ae
CVE-2020-5206,"Authentication Bypass For Endpoints With Anonymous Access

Using a remember-me cookie with an arbitrary username can cause Opencast
to assume proper authentication for that user even if the remember-me
cookie was incorrect given that the attacked endpoint also allows
anonymous access.

This way, an attacker can, for example, fake a remember-me token, assume
the identity of the global system administrator and request non-public
content from the search service without ever providing any proper
authentication.

The reason for this problem is that using a remember-me cookie will
always cause the user in the request context to be populated, even if
the cookie is invalid by now. This is usually no problem, except in
combination with anonymous access where anonymous authentication is
granted and the request may continue.

In such a case, Opencast's security service would just check that a user
existed in the request context and assume proper authentication of this
user, never checking if it's actually anonymous authentication.

This patch adds this additional check, falling back to the anonymous
user in case of anonymous authentication.",,no links,https://github.com/opencast/opencast/commit/b157e1fb3b35991ca7bf59f0730329fbe7ce82e8
CVE-2020-17527,"Fix BZ 64830 - concurrency issue in HPACK decoder

https://bz.apache.org/bugzilla/show_bug.cgi?id=64830",https://bz.apache.org/bugzilla/show_bug.cgi?id=64830,contains links,https://github.com/apache/tomcat/commit/8d2fe6894d6e258a6d615d7f786acca80e6020cb
CVE-2013-2135,"WW-4090 Itroduces actions names' whitelisting

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_14_2_X@1488895 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_14_2_X@1488895,contains links,https://github.com/apache/struts/commit/01e6b251b4db78bfb7971033652e81d1af4cb3e;https://github.com/apache/struts/commit/8b4fc81daeea3834bcbf73de5f48d0021917aa3;https://github.com/apache/struts/commit/711cf0201cdd319a38cf29238913312355db29ba
CVE-2018-12542,"CVE-2018-12542: The StaticHandler uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '\' (forward slashes) sequences that can resolve to a location that is outside of that directory when running on Windows Operating Systems. - fixes #1025",https://github.com/vert-x3/vertx-web/issues/1025,contains links,https://github.com/vert-x3/vertx-web/commit/57a65dce6f4c5aa5e3ce7288685e7f3447eb8f3b
CVE-2009-1523,JETTY-1004 core fix,,no links,https://github.com/jetty-project/codehaus-jetty6/commit/038ce0f5c29a60263e23aec544ecec516c043f98
CVE-2014-0099,"Fix possible overflow when parsing long values from a byte array.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1578812 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1578812,contains links,https://github.com/apache/tomcat/commit/fffd63a
CVE-2013-4286,"Better adherence to RFC2616 for content-length headers
This is the fix for CVE-2013-4286.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1521829 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1521829,contains links,https://github.com/apache/tomcat/commit/52241c95b55b005ba6ffeed8e610e238bf471dd9;https://github.com/apache/tomcat80/commit/ff00954b78e6484e40f323c0cef2e6d95c2882b9
CVE-2017-12645,LPS-72307 Move portletId validation to portlet deploy,,no links,https://github.com/liferay/liferay-portal/commit/f30571c3502551945ba7497e8d80e8b2295f1026
CVE-2012-6153,"Fixed CN extraction from DN of X500 principal

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/branches/4.2.x@1411705 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/httpcomponents/httpclient/branches/4.2.x@1411705,contains links,https://github.com/apache/httpclient/commit/8e0c2aca056c605a80116fa73a10a6e103f567b3;https://github.com/apache/httpcomponents-client/commit/6e14fc146a66e0f3eb362f45f95d1a58ee18886a
CVE-2018-1314,"HIVE-18778: Needs to capture input/output entities in explain (Daniel Dai, reviewed by Thejas Nair)",,contains links,https://github.com/apache/hive/commit/3b1d4fdfdfecbf162b60ec0e49a07595a8a51e79
CVE-2017-5650,"Close the streams as soon as we know the connection is closing

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1788460 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1788460,contains links,https://github.com/apache/tomcat/commit/5496e193a89b8b8b3177e516358df2f07ab852b3
CVE-2021-21409,"Merge pull request from GHSA-f256-j965-7f32

Motivation:

We also need to ensure that all the header validation is done when a single header with the endStream flag is received

Modifications:

- Adjust code to always enforce the validation
- Add more unit tests

Result:

Always correctly validate",,contains links,https://github.com/netty/netty/commit/b0fa4d5aab4215f3c22ce6123dd8dd5f38dc0432
CVE-2015-5347,allow markup inside title via #setEscapeModelStrings(),,no links,https://github.com/apache/wicket/commit/dffba2ce410ec7e917ad350d3528af4df67bc348
